School Name,School Type,Address,City,Zipcode,County,Ex_Rel,Ex_Med,Ex_Tot
Lake Street School,Public,201 Lake Street,Vernon,6066,Tolland,2.3,0.8,3.0
Maple Street School,Public,20 Maple Street,Vernon,6066,Tolland,2.4,1.2,3.5
Rockville High School,Public,70 Loveland Hill Road,Vernon,6066,Tolland,2.1,0.3,2.5
Skinner Road School,Public,90 Skinner Road,Vernon,6066,Tolland,1.9,0.0,1.9
Vernon Center Middle School,Public,777 Hartford Turnpike,Vernon,6066,Tolland,2.2,0.4,2.6
Northeast School,Public,69 East Street,Vernon,6066,Tolland,1.4,0.0,1.4
Voluntown Elementary School,Public,195 Main Street,Voluntown,6384,New London,2.4,0.0,2.4
Holy Trinity School,Non-public,11 North Whittlesey Ave,Walingford,6492,New Haven,4.6,0.5,5.1
Benhaven Academy,Non-public,50 North Plains Highway,Wallingford,6492,New Haven,,,
Benhaven School,Non-public,125 North Plains Industrial Rd,Wallingford,6492,New Haven,0.0,0.0,0.0
BEST Academy,Non-public,5 Barnes Industrial Road South,Wallingford,6492,New Haven,2.8,5.6,8.3
Choate Rosemary Hall,Non-public,333 Christian Street,Wallingford,6492,New Haven,0.2,0.0,0.2
Cook Hill Elementary School,Public,57 Hall Road,Wallingford,6492,New Haven,0.3,0.5,0.8
Dag Hammarskjold Middle School,Public,106 Pond Hill Road,Wallingford,6492,New Haven,3.5,0.2,3.6
High Road School Of Wallingford: High School,Non-public,31 Village Lane,Wallingford,6492,New Haven,0.0,0.0,0.0
High Road School Of Wallingford: Primary/Middle School,Non-public,33 Village Lane,Wallingford,6492,New Haven,,,
James H Moran Middle School,Public,141 Hope Hill Road,Wallingford,6492,New Haven,1.7,0.0,1.7
Lyman Hall High School,Public,70 Pond Hill Road,Wallingford,6492,New Haven,1.3,0.0,1.3
Mark T. Sheehan High School,Public,142 Hope Hill Road,Wallingford,6492,New Haven,1.1,0.4,1.5
Mary G. Fritz Elementary School,Public,415 Church St,Wallingford,6492,New Haven,1.7,0.0,1.7
Moses Y. Beach Elementary School,Public,340 N Main St,Wallingford,6492,New Haven,0.0,0.3,0.3
Parker Farms Elementary School,Public,30 Parker Farms Road,Wallingford,6492,New Haven,0.9,0.0,0.9
Pond Hill Elementary School,Public,299 Pond Hill Road,Wallingford,6492,New Haven,3.0,0.0,3.0
Rock Hill Elementary School,Public,911 Durham Rd.,Wallingford,6492,New Haven,1.7,0.0,1.7
Evarts C. Stevens Elementary School,Public,18 Kondracki Lane,Wallingford,6492,New Haven,2.1,0.3,2.4
Warren School,Public,21 Sackett Hill Road,Warren,6754,Litchfield,4.3,0.0,4.3
Shepaug Valley School,Public,159 South Street,Washington,6794,Litchfield,7.5,0.0,7.5
The Frederick Gunn School,Non-public,99 Green Hill Road,Washington,6793,Litchfield,0.9,0.0,0.9
Washington Primary School,Public,11 School Street,Washington Depot,6794,Litchfield,3.1,0.0,3.1
Buchs Hill Elementary,Public,300 Bucks Hill Rd,Waterbury,6704,New Haven,0.2,0.2,0.3
Bucks Hill Pre-K,Public,330 Bucks Hill Rd,Waterbury,6704,New Haven,0.0,0.8,0.8
Bunker Hill,Public,170 Bunker Hill Rd,Waterbury,6708,New Haven,0.0,0.0,0.0
Carrington,Public,24 Kenmore Ave,Waterbury,6708,New Haven,0.6,0.0,0.6
Catholic Academy,Non-public,386 Robinwood Road,Waterbury,6708,New Haven,0.5,0.0,0.5
Chase Elementary School,Public,40 Woodtick Rd,Waterbury,6705,New Haven,0.5,0.1,0.7
Crosby High School,Public,300 Pierpont Road,Waterbury,6705,New Haven,0.2,0.0,0.2
Driggs,Public,77 Woodlawn Terr,Waterbury,6710,New Haven,0.2,0.0,0.2
Duggan,Public,38 West Porter St,Waterbury,6708,New Haven,0.0,0.0,0.0
Gilmartin Elementary School,Public,94 Springlake Road,Waterbury,6706,New Haven,0.0,0.4,0.4
Holy Cross High School,Non-public,587 Oronoke Rd,Waterbury,6708,New Haven,1.2,0.0,1.2
Hopeville Elementary School,Public,2 Cypress St,Waterbury,6706,New Haven,0.0,0.0,0.0
International School,Public,116 Beecher Ave,Waterbury,6705,New Haven,0.6,0.0,0.6
John F Kennedy High School,Public,422 Highland Avenue,Waterbury,6708,New Haven,0.0,0.0,0.0
M.M. Generali,Public,3196 East Main St.,Waterbury,6705,New Haven,0.6,0.0,0.6
Maloney Interdistrict Magnet School,Public,233 South Elm Street,Waterbury,6706,New Haven,0.8,0.2,0.9
Our Lady Of Mount Carmel School,Non-public,645 Congress Ave,Waterbury,6708,New Haven,2.0,0.0,2.0
Regan,Public,2780 North Main St,Waterbury,6704,New Haven,0.0,0.0,0.0
Sprague,Public,1443 Thomaston Ave,Waterbury,6704,New Haven,0.7,0.0,0.7
State Street,Public,30 Church St,Waterbury,6702,New Haven,0.0,0.0,0.0
Tinker School,Public,809 Highland Ave,Waterbury,6708,New Haven,0.0,0.0,0.0
Wallace Middle School,Public,3465 East Main Street,Waterbury,6705,New Haven,0.9,0.1,1.0
Washington,Public,685 Baldwin St,Waterbury,6702,New Haven,0.4,0.0,0.4
Waterbury Arts Magnet School,Public,16 South Elm St,Waterbury,6706,New Haven,0.7,0.1,0.9
Wendell Cross Elementary School,Public,1255 Highland Ave,Waterbury,6706,New Haven,0.2,0.0,0.2
Westside Middle School,Public,483 Chase Parkway,Waterbury,6708,New Haven,0.1,0.0,0.1
Wilby High School,Public,568 Bucks Hill Rd,Waterbury,6704,New Haven,0.2,0.1,0.2
W.F. Kaynor Ct Techincal Education & Career,Non-public,43 Tomkins Street,Waterbury,6708,Hartford,1.9,0.1,2.0
